filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
03-01-01-01-01-01-01.wav,0.6328337788581848,0.0021197109017521143,7416.379544948889,5551.324978938164,13286.038306451614,0.05047568044354839,-726.2172241210938,68.54141998291016,3.2933976650238037,12.205300331115723,5.51027774810791,13.667407989501953,-2.983828544616699,3.098029136657715,-3.3108129501342773,-1.5643839836120605,-7.861652374267578,-2.124281644821167,2.849203586578369,-2.667806386947632,0.95902019739151,1.6281663179397583,-2.7366890907287598,0.25424104928970337,2.675377368927002,-1.761165738105774,neutral
03-01-01-01-01-02-01.wav,0.629196047782898,0.002258041175082326,7135.753113705063,5653.712371280169,13191.718250798722,0.05290441543530351,-719.1278076171875,70.20223999023438,1.1690713167190552,13.123215675354004,7.83761739730835,14.41195011138916,-4.110705852508545,4.469618797302246,-3.5387301445007324,-3.6579816341400146,-7.647890090942383,-1.4764758348464966,3.032409191131592,-2.4612951278686523,0.595291256904602,0.9789900779724121,-2.8356425762176514,0.07431863993406296,1.7597953081130981,-2.062722682952881,neutral
03-01-01-01-02-01-01.wav,0.6199161410331726,0.0027072271332144737,7240.619345668712,5640.892215094608,13280.282980456026,0.04662688314332247,-714.9949340820312,69.69037628173828,3.9255573749542236,11.925324440002441,6.423343181610107,11.01411247253418,-2.874455690383911,4.514386177062988,-4.470305442810059,-2.665093421936035,-7.492453098297119,-2.955174684524536,1.8808865547180176,-2.905066967010498,0.533953070640564,1.3813261985778809,-2.35638165473938,-2.012535810470581,1.6097087860107422,-1.5554848909378052,neutral
03-01-01-01-02-02-01.wav,0.6127757430076599,0.0025208056904375553,7009.490124792531,5802.602446288597,13273.018036912752,0.05383546560402685,-710.9598388671875,67.57919311523438,5.783356189727783,13.227694511413574,6.194668769836426,12.6401948928833,-1.6620458364486694,5.663977146148682,-4.953693866729736,-3.4846692085266113,-7.417325019836426,-1.9275147914886475,2.2829904556274414,-0.6077725887298584,0.17121021449565887,1.3939460515975952,-2.3867316246032715,-0.6575435996055603,1.7494568824768066,-0.4921335279941559,neutral
03-01-02-01-01-01-01.wav,0.6104793548583984,0.0015787094598636031,6997.114096598467,5518.7816431546735,12649.6140813253,0.04592932275978916,-759.9178466796875,75.78894805908203,6.028997898101807,14.562723159790039,6.4594316482543945,14.636640548706055,-2.9995522499084473,4.6258134841918945,-5.195350170135498,-0.7029615044593811,-7.786033630371094,-3.5609278678894043,2.1847424507141113,-1.8288965225219727,-0.3470371663570404,0.832212507724762,-2.5208940505981445,-0.6588916778564453,2.920048713684082,-1.9374349117279053,calm
03-01-02-01-01-02-01.wav,0.6440322995185852,0.001676210667937994,6874.5621032547815,5416.338417999066,12202.82451923077,0.03303843842455621,-735.006591796875,79.09305572509766,8.141058921813965,11.413558959960938,5.174132347106934,15.393293380737305,-2.7520623207092285,2.9645931720733643,-5.388961315155029,-1.6918222904205322,-5.852823734283447,-4.043277263641357,3.0046520233154297,-1.036604881286621,-0.06774487346410751,0.08822507411241531,-2.2095696926116943,-1.4559648036956787,2.568242311477661,-1.5963002443313599,calm
03-01-02-01-02-01-01.wav,0.6231486201286316,0.0025555037427693605,6854.206436852622,5369.745714761825,12272.41641337386,0.045950382313829786,-733.52490234375,81.58985900878906,4.8633575439453125,14.423686027526855,5.267688751220703,13.968560218811035,-3.0856165885925293,7.173246383666992,-4.821438312530518,-0.9674487113952637,-6.250473499298096,-3.8666398525238037,3.325518846511841,-1.6680715084075928,1.9813907146453857,0.965025007724762,-2.9701671600341797,0.9250961542129517,2.6618714332580566,-2.686702013015747,calm
03-01-02-01-02-02-01.wav,0.6122784614562988,0.002607660135254264,6798.928928168176,5458.844036930378,12310.007668711656,0.04764336896088957,-728.3572998046875,82.33279418945312,7.508330821990967,12.549969673156738,6.795322418212891,14.812504768371582,-2.903208017349243,6.943790912628174,-4.838934421539307,-1.8419859409332275,-5.683294773101807,-3.662724256515503,2.2438530921936035,-1.4203975200653076,1.2220033407211304,1.1278536319732666,-2.722184419631958,0.41459837555885315,2.7816944122314453,-1.6947611570358276,calm
03-01-02-02-01-01-01.wav,0.648313045501709,0.001452877651900053,6775.391997028945,5404.275369558435,12030.57650862069,0.03624225484913793,-771.6237182617188,83.28297424316406,9.731566429138184,14.256758689880371,6.207427024841309,16.032495498657227,-2.833386182785034,4.489147186279297,-5.5221171379089355,0.9068484306335449,-5.326783657073975,-2.9994001388549805,2.374194622039795,0.7145118117332458,1.4366884231567383,0.011538845486938953,-2.3901121616363525,0.27902528643608093,2.307504177093506,-1.0489574670791626,calm
03-01-02-02-01-02-01.wav,0.6052121520042419,0.0015512309037148952,6517.971707686759,5341.596608111688,11717.56565824468,0.04488291638962766,-733.9896240234375,82.99156951904297,3.796792507171631,13.411559104919434,3.1084959506988525,16.03955078125,-5.652945041656494,5.560671329498291,-7.840987205505371,-1.1772098541259766,-5.728785514831543,-4.1096930503845215,3.882382869720459,-1.0434894561767578,1.004059076309204,-1.4276078939437866,-2.6036133766174316,-0.4386395812034607,1.8452367782592773,-2.679382562637329,calm
